id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
3807,2025-09-09,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,Efectividad,Funcionalidad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
3808,2025-09-10,Imagenologia,Tiempo de carga de estudios de imagen supera los 30s,Radiologo,Cuenca,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3809,2025-09-11,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3810,2025-09-12,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Manta,Libertad de Riesgo,Seguridad Clínica,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
3811,2025-09-13,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3812,2025-09-14,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3813,2025-09-15,HCE,Tiempo de carga de la ficha clinica supera los 30s en horas pico,Medico,Cuenca,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
3814,2025-09-16,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3815,2025-09-17,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
3816,2025-09-18,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3817,2025-09-19,HCE,Tiempo de carga de la ficha clinica supera los 22s en horas pico,Medico,Guayaquil,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
3818,2025-09-20,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
3819,2025-09-21,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3820,2025-09-22,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Manta,Efectividad,Funcionalidad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
3821,2025-09-23,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Quito,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3822,2025-09-24,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
3823,2025-09-25,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3824,2025-09-26,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
3825,2025-09-27,Imagenologia,Tiempo de carga de estudios de imagen supera los 17s,Radiologo,Manta,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3826,2025-09-28,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3827,2025-09-29,Laboratorio,Retraso de 20s en la disponibilidad de resultados criticos,Tecnico Laboratorio,Guayaquil,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3828,2025-09-30,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3829,2025-10-01,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Ambato,Efectividad,Funcionalidad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
3830,2025-10-02,Facturacion,Factura duplicada al reintentar pago,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3831,2025-10-03,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3832,2025-10-04,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Guayaquil,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
3833,2025-10-05,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3834,2025-10-06,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3835,2025-10-07,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3836,2025-10-08,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
3837,2025-10-09,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3838,2025-10-10,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3839,2025-10-11,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3840,2025-10-12,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3841,2025-10-13,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Quito,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3842,2025-10-14,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3843,2025-10-15,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Cuenca,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3844,2025-10-16,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3845,2025-10-17,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,Efectividad,Funcionalidad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
3846,2025-10-18,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3847,2025-10-19,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3848,2025-10-20,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3849,2025-10-21,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
3850,2025-10-22,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 31 minutos,Gerencia,Manta,Eficiencia,Eficiencia Operativa,"Demoras severas en la generación de reportes mensuales de inteligencia de negocio, penalizando la eficiencia en el tiempo de procesamiento y toma de decisiones."
3851,2025-10-23,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Quito,Efectividad,Funcionalidad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
3852,2025-10-24,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3853,2025-10-25,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Tecnico Laboratorio,Cuenca,Efectividad,Integración de Datos,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3854,2025-10-26,Facturacion,Factura duplicada al reintentar pago,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
